#Columbus,OH weather file for 2009,,,,,
# data obtained from http://www.wunderground.com/history/airport/KCMH,,,,,,
$state_name=Ohio,,,,,,
$city_name=Columbus,,,,,,
temperature,humidity,wind_speed,solar_dir,solar_diff,solar_global,
11:26:22:51:00,39,0.36,12.7,0,0,0
11:26:23:51:00,39.9,0.37,11.5,0,0,0
11:27:00:51:00,39.9,0.36,16.1,0,0,0
11:27:01:51:00,39,0.351,16.1,0,0,0
11:27:02:25:00,37.4,0.338,19.6,0,0,0
11:27:02:51:00,37.9,0.331,16.1,0,0,0
11:27:03:51:00,36,0.32,15,0,0,0
11:27:04:51:00,35.1,0.3,19.6,0,0,0
11:27:05:46:00,33.8,0.302,18.4,0,0,0
11:27:05:51:00,33.1,0.309,16.1,0,0,0
11:27:06:51:00,33.1,0.3,16.1,0,0,0
11:27:07:00:00,33.8,0.302,17.3,0,0,0
11:27:07:44:00,33.8,0.284,15,0,0,0
11:27:07:51:00,33.1,0.289,13.8,0,0,0
11:27:08:51:00,33.1,0.3,15,10.62,4.94,7.79
11:27:09:45:00,33.8,0.302,17.3,19.1,8.89,14.02
11:27:09:51:00,33.1,0.289,13.8,19.93,9.27,14.62
11:27:10:51:00,35.1,0.289,12.7,26.86,18.74,19.71
11:27:11:23:00,35.6,0.284,15,22.19,11.47,17.37
11:27:11:51:00,37,0.28,15,31.42,21.92,23.05
11:27:12:42:00,37.4,0.266,10.4,33.42,23.31,24.52
11:27:12:51:00,37,0.27,10.4,33.59,23.44,24.65
11:27:13:51:00,37.9,0.261,18.4,33.4,23.3,24.5
11:27:14:51:00,37,0.261,11.5,30.82,21.5,22.61
11:27:15:51:00,37.9,0.261,12.7,25.87,18.05,18.98
11:27:16:51:00,37.9,0.241,15,18.54,12.94,13.6
11:27:17:51:00,37,0.25,11.5,8.84,6.17,6.48
11:27:18:51:00,37,0.25,11.5,0,0,0
11:27:19:51:00,37,0.261,10.4,0,0,0
11:27:20:51:00,37,0.25,13.8,0,0,0
11:27:21:51:00,36,0.25,12.7,0,0,0
11:27:22:51:00,36,0.25,10.4,0,0,0
11:27:23:51:00,36,0.25,10.4,0,0,0
11:28:00:15:00,35.6,0.248,9.2,0,0,0
11:28:00:44:00,33.8,0.248,6.9,0,0,0
11:28:00:51:00,33.1,0.241,5.8,0,0,0
11:28:01:51:00,32,0.241,5.8,0,0,0
11:28:02:51:00,30,0.241,4.6,0,0,0
11:28:03:51:00,28.9,0.241,0,0,0,0
11:28:04:51:00,28,0.241,4.6,0,0,0
11:28:05:51:00,27,0.23,4.6,0,0,0
11:28:06:51:00,27,0.241,4.6,0,0,0
11:28:07:51:00,27,0.241,3.5,0,0,0
11:28:08:51:00,30.9,0.261,4.6,26.19,8.12,15.37
11:28:09:51:00,35.1,0.27,8.1,49.6,15.38,29.12
11:28:10:51:00,39.9,0.28,8.1,67.04,20.79,39.35
11:28:11:51:00,43,0.289,9.2,39.25,17.04,27.65
11:28:12:51:00,46.9,0.3,11.5,83.98,26.04,49.3
11:28:13:51:00,50,0.3,12.7,83.48,25.88,49
11:28:14:51:00,51.1,0.309,11.5,77.01,23.88,45.2
11:28:15:51:00,51.1,0.309,12.7,64.55,20.01,37.89
11:28:16:51:00,50,0.309,8.1,46.12,14.3,27.07
11:28:17:51:00,46.9,0.309,6.9,21.7,6.73,12.74
11:28:18:51:00,45,0.309,6.9,0,0,0
11:28:19:51:00,44.1,0.309,4.6,0,0,0
11:28:20:51:00,43,0.3,3.5,0,0,0
11:28:21:51:00,44.1,0.309,3.5,0,0,0
11:28:22:51:00,43,0.309,0,0,0,0
11:28:23:51:00,39.9,0.309,0,0,0,0
11:29:00:51:00,41,0.32,0,0,0,0
11:29:01:51:00,41,0.32,3.5,0,0,0
11:29:02:51:00,39,0.331,3.5,0,0,0
11:29:03:51:00,41,0.34,3.5,0,0,0
11:29:04:51:00,42.1,0.351,4.6,0,0,0
11:29:05:51:00,39.9,0.351,3.5,0,0,0
11:29:06:51:00,39.9,0.34,5.8,0,0,0
11:29:07:51:00,41,0.351,6.9,0,0,0
11:29:08:51:00,45,0.37,9.2,20.66,7.21,12.12
11:29:09:51:00,50,0.39,10.4,39.51,13.78,23.19
11:29:10:51:00,55,0.399,10.4,20.08,10.38,15.72
11:29:11:51:00,55.9,0.399,16.1,31.39,21.9,23.03
11:29:12:51:00,57.9,0.399,15,33.59,23.43,24.65
11:29:13:51:00,60.1,0.399,17.3,33.39,23.29,24.5
11:29:14:51:00,60.1,0.41,20.7,30.78,21.48,22.59
11:29:15:51:00,59,0.41,15,25.77,17.98,18.91
11:29:16:51:00,57.9,0.399,13.8,18.35,8.53,13.46
11:29:17:51:00,54,0.45,12.7,8.52,5.95,6.25
11:29:18:51:00,53.1,0.441,10.4,0,0,0
11:29:19:43:00,51.8,0.464,12.7,0,0,0
11:29:20:51:00,52,0.46,6.9,0,0,0
11:29:21:51:00,51.1,0.48,8.1,0,0,0
11:29:22:01:00,51.8,0.482,10.4,0,0,0
11:29:22:51:00,51.1,0.489,13.8,0,0,0
11:29:23:36:00,51.8,0.482,11.5,0,0,0
11:29:23:51:00,51.1,0.489,10.4,0,0,0
11:30:00:51:00,50,0.48,10.4,0,0,0
11:30:01:15:00,50,0.482,10.4,0,0,0
11:30:01:43:00,46.4,0.428,16.1,0,0,0
11:30:01:51:00,46,0.43,13.8,0,0,0
11:30:02:39:00,42.8,0.392,18.4,0,0,0
11:30:02:51:00,42.1,0.399,11.5,0,0,0
11:30:03:09:00,42.8,0.392,16.1,0,0,0
11:30:04:51:00,39.9,0.39,10.4,0,0,0
11:30:04:58:00,39.2,0.392,12.7,0,0,0
11:30:05:51:00,39.9,0.39,8.1,0,0,0
11:30:06:09:00,39.2,0.392,11.5,0,0,0
11:30:06:22:00,39.2,0.392,9.2,0,0,0
11:30:06:51:00,39.9,0.39,8.1,0,0,0
11:30:07:51:00,39,0.39,9.2,0,0,0
11:30:08:51:00,39,0.379,10.4,10.18,7.1,7.47
11:30:09:51:00,39,0.331,13.8,19.66,13.72,14.43
11:30:10:12:00,39.2,0.32,13.8,22.41,15.64,16.44
11:30:10:51:00,39.9,0.309,9.2,26.73,18.65,19.61
11:30:11:51:00,39.9,0.3,10.4,31.37,21.88,23.02
11:30:12:51:00,39.9,0.309,11.5,33.59,23.43,24.65
11:30:13:51:00,42.1,0.27,10.4,33.39,23.29,24.5
11:30:14:51:00,42.1,0.261,11.5,23.07,11.92,18.06
11:30:15:51:00,41,0.25,11.5,19.29,9.97,15.1
11:30:16:51:00,39.9,0.25,10.4,13.69,7.07,10.71
11:30:17:51:00,39,0.25,5.8,6.27,3.24,4.91
11:30:18:51:00,37.9,0.261,0,0,0,0
11:30:19:51:00,35.1,0.261,3.5,0,0,0
11:30:20:51:00,34,0.27,4.6,0,0,0
11:30:21:51:00,36,0.27,12.7,0,0,0
11:30:22:51:00,35.1,0.27,10.4,0,0,0
11:30:23:51:00,34,0.261,11.5,0,0,0
12:01:00:51:00,34,0.261,11.5,0,0,0
12:01:01:51:00,32,0.261,9.2,0,0,0
12:01:02:51:00,30.9,0.261,9.2,0,0,0
12:01:03:51:00,30,0.261,9.2,0,0,0
12:01:04:51:00,30,0.261,8.1,0,0,0
12:01:05:51:00,30,0.261,6.9,0,0,0
12:01:06:51:00,30,0.261,6.9,0,0,0
12:01:07:51:00,32,0.27,10.4,23.15,6.31,12.42
12:01:08:51:00,35.1,0.28,8.1,45.66,12.45,24.5
12:01:09:51:00,37,0.289,10.4,62.42,17.02,33.49
12:01:10:51:00,41,0.3,11.5,73.43,20.03,39.41
12:01:11:51:00,44.1,0.309,12.7,78.7,21.46,42.23
12:01:12:51:00,46,0.32,13.8,78.22,21.33,41.98
12:01:13:51:00,48.9,0.331,13.8,36,13.74,23.18
12:01:14:51:00,51.1,0.331,11.5,48.02,14.73,25.77
12:01:15:51:00,52,0.32,13.8,33.84,10.38,18.16
12:01:16:51:00,48.9,0.32,10.4,15.07,4.62,8.09
12:01:17:51:00,46.9,0.32,8.1,0,0,0
12:01:18:51:00,45,0.32,6.9,0,0,0
12:01:19:51:00,42.1,0.309,5.8,0,0,0
12:01:20:51:00,41,0.309,4.6,0,0,0
12:01:21:51:00,37.9,0.3,5.8,0,0,0
12:01:22:51:00,39.9,0.3,6.9,0,0,0
12:01:23:51:00,37.9,0.289,3.5,0,0,0
12:02:00:51:00,37,0.289,0,0,0,0
12:02:01:51:00,34,0.289,0,0,0,0
12:02:02:51:00,33.1,0.289,4.6,0,0,0
12:02:03:51:00,34,0.28,4.6,0,0,0
12:02:05:51:00,37,0.28,3.5,0,0,0
12:02:06:51:00,37,0.289,4.6,0,0,0
12:02:07:51:00,37.9,0.3,5.8,9.12,5.59,6.11
12:02:08:51:00,41,0.309,8.1,18.18,11.15,12.19
12:02:09:51:00,44.1,0.3,9.2,24.92,15.29,16.72
12:02:10:51:00,45,0.3,11.5,29.36,12.01,19.69
12:02:11:51:00,42.1,0.379,5.8,31.48,12.88,21.12
12:02:12:51:00,45,0.421,10.4,31.29,12.8,20.99
12:02:13:21:00,44.6,0.428,10.4,30.32,12.4,20.34
12:02:13:51:00,45,0.441,13.8,28.78,11.77,19.3
12:02:14:22:00,44.6,0.446,15,26.58,10.87,17.83
12:02:14:36:00,44.6,0.446,15,25.38,10.38,17.03
12:02:14:51:00,46,0.45,13.8,23.96,9.8,16.07
12:02:15:51:00,46.9,0.46,13.8,16.83,6.88,11.29
12:02:16:08:00,46.4,0.464,12.7,14.39,5.89,9.65
12:02:16:15:00,46.4,0.464,13.8,13.33,5.45,7.15
12:02:16:29:00,46.4,0.446,12.7,11.11,4.55,5.96
12:02:16:51:00,46.9,0.46,11.5,7.38,3.02,3.96
12:02:16:54:00,46.4,0.464,9.2,6.85,2.8,3.67
12:02:17:03:00,46.4,0.464,9.2,5.21,2.13,3.5
12:02:17:44:00,48.2,0.464,8.1,0,0,0
12:02:17:51:00,48,0.48,6.9,0,0,0
12:02:17:55:00,48.2,0.482,5.8,0,0,0
12:02:18:09:00,48.2,0.482,8.1,0,0,0
12:02:18:51:00,48,0.46,4.6,0,0,0
12:02:18:58:00,48.2,0.464,3.5,0,0,0
12:02:19:51:00,48,0.469,8.1,0,0,0
12:02:20:51:00,48.9,0.469,4.6,0,0,0
12:02:21:29:00,48.2,0.482,8.1,0,0,0
12:02:21:51:00,48.9,0.48,9.2,0,0,0
12:02:21:58:00,50,0.482,10.4,0,0,0
12:02:22:51:00,52,0.489,15,0,0,0
12:02:23:42:00,53.6,0.5,10.4,0,0,0
12:02:23:51:00,53.1,0.5,13.8,0,0,0
12:03:00:51:00,52,0.48,18.4,0,0,0
12:03:01:26:00,51.8,0.464,21.9,0,0,0
12:03:01:42:00,50,0.464,21.9,0,0,0
12:03:01:51:00,50,0.46,21.9,0,0,0
12:03:02:24:00,48.2,0.446,20.7,0,0,0
12:03:02:49:00,46.4,0.428,20.7,0,0,0
12:03:02:51:00,46,0.421,20.7,0,0,0
12:03:03:05:00,44.6,0.41,20.7,0,0,0
12:03:03:19:00,44.6,0.41,20.7,0,0,0
12:03:03:51:00,42.1,0.399,20.7,0,0,0
12:03:04:12:00,41,0.392,16.1,0,0,0
12:03:04:32:00,41,0.392,16.1,0,0,0
12:03:04:51:00,41,0.39,19.6,0,0,0
12:03:05:14:00,41,0.374,15,0,0,0
12:03:05:51:00,41,0.379,18.4,0,0,0
12:03:06:51:00,41,0.37,15,0,0,0
12:03:07:40:00,41,0.374,12.7,6.89,4.23,4.62
12:03:07:47:00,41,0.374,11.5,8.13,4.99,5.45
12:03:07:51:00,41,0.379,9.2,8.83,5.42,5.92
12:03:08:51:00,42.1,0.379,17.3,18,11.05,12.08
12:03:09:51:00,43,0.379,16.1,31.05,16.93,19.99
12:03:10:51:00,43,0.37,18.4,29.33,18,19.67
12:03:11:51:00,42.1,0.37,16.1,39.35,21.46,25.34
12:03:12:51:00,43,0.351,16.1,31.28,19.2,20.98
12:03:13:04:00,42.8,0.356,15,30.93,18.98,20.75
12:03:13:51:00,42.1,0.331,15,28.74,17.64,19.28
12:03:14:51:00,41,0.34,17.3,23.86,14.64,16.01
12:03:15:51:00,42.1,0.331,13.8,16.64,10.21,11.16
12:03:16:51:00,41,0.331,8.1,7.07,4.34,4.74
12:03:17:51:00,39.9,0.351,8.1,0,0,0
12:03:18:51:00,39,0.36,5.8,0,0,0
12:03:19:45:00,39.2,0.356,6.9,0,0,0
12:03:19:51:00,39,0.351,6.9,0,0,0
12:03:20:06:00,37.4,0.338,13.8,0,0,0
12:03:20:51:00,37.9,0.34,8.1,0,0,0
12:03:21:51:00,37,0.3,10.4,0,0,0
12:03:22:51:00,37,0.289,11.5,0,0,0
12:03:23:51:00,36,0.261,12.7,0,0,0
12:04:00:51:00,34,0.23,13.8,0,0,0
12:04:01:51:00,34,0.219,11.5,0,0,0
12:04:02:51:00,33.1,0.219,10.4,0,0,0
12:04:03:51:00,32,0.21,4.6,0,0,0
12:04:04:51:00,32,0.199,8.1,0,0,0
12:04:05:51:00,30.9,0.199,6.9,0,0,0
12:04:06:51:00,30,0.199,6.9,0,0,0
12:04:07:51:00,28.9,0.219,6.9,10.85,4.14,6.99
12:04:08:51:00,30,0.199,10.4,35.83,10.99,19.23
12:04:09:51:00,30.9,0.21,10.4,49.59,15.21,26.61
12:04:10:51:00,33.1,0.19,9.2,58.63,17.99,31.46
12:04:11:51:00,34,0.171,12.7,62.95,19.31,33.78
12:04:12:51:00,34,0.18,12.7,62.56,19.19,33.57
12:04:13:51:00,35.1,0.18,8.1,35.9,13.71,23.12
12:04:14:51:00,35.1,0.18,4.6,29.76,11.36,19.17
12:04:15:51:00,34,0.171,6.9,33.08,10.15,17.75
12:04:16:51:00,33.1,0.171,6.9,8.64,3.3,5.56
12:04:17:51:00,30.9,0.171,5.8,0,0,0
12:04:18:51:00,30.9,0.171,3.5,0,0,0
12:04:19:51:00,30.9,0.171,3.5,0,0,0
12:04:20:51:00,28.9,0.18,4.6,0,0,0
12:04:21:51:00,28,0.18,3.5,0,0,0
12:04:22:51:00,27,0.18,0,0,0,0
12:04:23:51:00,26.1,0.18,0,0,0,0
12:05:00:51:00,26.1,0.18,3.5,0,0,0
12:05:01:51:00,26.1,0.19,4.6,0,0,0
12:05:02:51:00,26.1,0.18,6.9,0,0,0
12:05:03:51:00,25,0.18,8.1,0,0,0
12:05:04:51:00,25,0.171,6.9,0,0,0
12:05:05:51:00,25,0.171,5.8,0,0,0
12:05:06:51:00,25,0.171,5.8,0,0,0
12:05:07:51:00,25,0.171,6.9,8.53,5.23,5.72
12:05:08:51:00,25,0.171,4.6,17.83,10.94,11.96
12:05:09:51:00,26.1,0.16,5.8,24.75,15.19,16.6
12:05:10:51:00,27,0.16,6.9,29.3,17.98,19.65
12:05:11:51:00,28,0.171,6.9,31.47,19.31,21.11
12:05:12:51:00,30,0.171,3.5,23.46,10.66,16.78
12:05:13:51:00,32,0.171,6.9,21.53,9.79,15.4
12:05:14:51:00,30,0.16,11.5,17.82,8.1,12.75
12:05:15:51:00,28.9,0.16,9.2,12.33,5.61,8.82
12:05:16:51:00,28,0.14,9.2,13.5,4.14,7.24
12:05:17:51:00,27,0.14,8.1,0,0,0
12:05:18:51:00,26.1,0.14,6.9,0,0,0
12:05:19:51:00,25,0.14,5.8,0,0,0
12:05:20:51:00,24.1,0.14,0,0,0,0
12:05:21:51:00,23,0.14,0,0,0,0
12:05:22:51:00,21.9,0.14,0,0,0,0
12:06:00:51:00,19.9,0.151,0,0,0,0
12:06:01:51:00,18,0.14,0,0,0,0
12:06:02:51:00,18,0.151,0,0,0,0
12:06:03:51:00,17.1,0.14,0,0,0,0
12:06:04:51:00,17.1,0.14,3.5,0,0,0
12:06:05:51:00,17.1,0.14,0,0,0,0
12:06:06:51:00,18,0.14,0,0,0,0
12:06:07:51:00,18,0.14,3.5,16.76,5.14,8.99
12:06:08:51:00,19.9,0.171,3.5,35.47,10.88,19.04
12:06:09:51:00,24.1,0.18,5.8,30.88,11.79,19.88
12:06:10:51:00,28,0.19,5.8,58.57,17.97,31.43
12:06:11:51:00,30.9,0.171,5.8,62.95,19.31,33.78
12:06:12:51:00,32,0.18,8.1,23.46,10.66,16.78
12:06:13:51:00,33.1,0.16,8.1,21.51,9.78,15.39
12:06:14:51:00,34,0.171,4.6,23.71,14.55,15.9
12:06:16:51:00,32,0.171,5.8,6.59,4.04,4.42
12:06:17:51:00,32,0.18,4.6,0,0,0
12:06:18:51:00,30.9,0.18,3.5,0,0,0
12:06:19:51:00,30,0.18,5.8,0,0,0
12:06:20:51:00,28.9,0.18,6.9,0,0,0
12:06:21:51:00,28.9,0.18,5.8,0,0,0
12:06:22:51:00,28.9,0.18,5.8,0,0,0
12:06:23:51:00,28,0.18,6.9,0,0,0
12:07:00:51:00,27,0.18,8.1,0,0,0
12:07:01:51:00,27,0.18,4.6,0,0,0
12:07:02:51:00,27,0.19,4.6,0,0,0
12:07:03:51:00,28,0.19,8.1,0,0,0
12:07:04:51:00,28,0.19,0,0,0,0
12:07:05:51:00,28,0.199,3.5,0,0,0
12:07:06:51:00,28,0.21,6.9,0,0,0
12:07:07:51:00,28.9,0.21,3.5,8.23,3.37,5.52
12:07:08:11:00,28.4,0.212,4.6,11.63,4.76,7.8
12:07:08:14:00,28.4,0.212,4.6,12.12,7.44,8.13
12:07:08:22:00,28.4,0.23,5.8,13.39,5.48,8.98
12:07:08:29:00,28.4,0.23,5.8,14.47,5.92,9.71
12:07:08:51:00,28.9,0.241,4.6,17.65,7.22,11.84
12:07:09:51:00,28.9,0.241,6.9,30.82,16.81,19.85
12:07:10:21:00,30.2,0.248,8.1,34.08,18.59,21.95
12:07:11:31:00,30.2,0.266,9.2,31,19.03,20.8
12:07:11:51:00,32,0.28,9.2,31.47,19.31,21.11
12:07:12:05:00,32,0.284,9.2,31.64,19.42,21.22
12:07:12:51:00,33.1,0.289,10.4,31.27,19.19,20.98
12:07:13:33:00,33.8,0.284,12.7,29.7,18.23,19.92
12:07:13:51:00,34,0.289,12.7,28.67,17.59,19.23
12:07:15:25:00,35.6,0.284,10.4,19.75,12.12,13.25
12:07:15:51:00,35.1,0.289,13.8,16.24,9.97,10.9
12:07:16:51:00,35.1,0.289,11.5,6.42,2.63,4.31
12:07:17:44:00,35.6,0.284,9.2,0,0,0
12:07:17:51:00,34,0.3,6.9,0,0,0
12:07:18:51:00,34,0.3,8.1,0,0,0
12:07:19:29:00,33.8,0.302,6.9,0,0,0
12:07:19:51:00,34,0.3,5.8,0,0,0
12:07:20:51:00,34,0.3,5.8,0,0,0
12:07:21:51:00,34,0.3,4.6,0,0,0
12:07:22:51:00,34,0.3,4.6,0,0,0
12:07:23:51:00,34,0.3,0,0,0,0
12:08:00:02:00,33.8,0.284,0,0,0,0
12:08:00:51:00,34,0.289,0,0,0,0
12:08:01:51:00,33.1,0.289,0,0,0,0
12:08:02:51:00,33.1,0.289,0,0,0,0
12:08:03:51:00,30.9,0.28,4.6,0,0,0
12:08:04:51:00,30.9,0.28,4.6,0,0,0
12:08:05:51:00,30.9,0.27,4.6,0,0,0
12:08:06:51:00,32,0.27,5.8,0,0,0
12:08:07:39:00,32,0.284,4.6,5.89,3.61,3.95
12:08:07:51:00,33.1,0.27,5.8,8.08,4.96,5.42
12:08:08:51:00,34,0.28,5.8,21.94,11.97,14.13
12:08:09:41:00,33.8,0.284,9.2,23.6,14.48,15.83
12:08:09:51:00,35.1,0.28,10.4,18.46,8.39,13.21
12:08:10:51:00,36,0.27,12.7,29.25,17.95,19.62
12:08:11:51:00,36,0.27,11.5,23.6,10.73,16.89
12:08:12:51:00,37,0.27,12.7,31.27,19.19,20.97
12:08:13:51:00,37,0.28,10.4,28.65,17.58,19.22
12:08:14:51:00,37,0.28,17.3,47.21,14.48,25.33
12:08:15:51:00,37,0.28,10.4,16.14,9.91,10.83
12:08:16:51:00,37,0.28,15,6.26,3.84,4.2
12:08:17:51:00,36,0.289,12.7,0,0,0
12:08:18:51:00,35.1,0.309,10.4,0,0,0
12:08:19:51:00,35.1,0.32,15,0,0,0
12:08:20:51:00,35.1,0.331,13.8,0,0,0
12:08:20:58:00,35.6,0.338,12.7,0,0,0
12:08:21:37:00,35.6,0.338,16.1,0,0,0
12:08:21:51:00,37,0.34,17.3,0,0,0
12:08:22:08:00,37.4,0.356,16.1,0,0,0
12:08:22:51:00,37.9,0.36,17.3,0,0,0
12:08:23:16:00,37.4,0.356,13.8,0,0,0
12:08:23:26:00,39.2,0.374,16.1,0,0,0
12:08:23:49:00,39.2,0.374,15,0,0,0
12:08:23:51:00,39,0.37,13.8,0,0,0
12:09:00:31:00,39.2,0.374,16.1,0,0,0
12:09:00:51:00,39.9,0.379,18.4,0,0,0
12:09:01:46:00,41,0.392,15,0,0,0
12:09:01:51:00,41,0.39,15,0,0,0
12:09:02:51:00,43,0.41,12.7,0,0,0
12:09:03:51:00,46,0.441,13.8,0,0,0
12:09:04:51:00,48.9,0.469,15,0,0,0
12:09:05:51:00,51.1,0.48,21.9,0,0,0
12:09:06:33:00,51.8,0.482,23,0,0,0
12:09:06:38:00,51.8,0.482,18.4,0,0,0
12:09:06:48:00,51.8,0.482,20.7,0,0,0
12:09:06:51:00,52,0.48,18.4,0,0,0
12:09:07:51:00,52,0.45,23,9.9,3.78,6.38
12:09:08:51:00,51.1,0.39,27.6,34.92,10.72,18.74
12:09:09:51:00,51.1,0.399,24.2,49.13,15.07,26.37
12:09:10:51:00,51.1,0.351,32.2,29.24,17.94,19.61
12:09:11:51:00,44.1,0.37,27.6,31.47,12.87,21.11
12:09:12:51:00,42.1,0.3,33.4,31.27,19.19,20.97
12:09:13:11:00,42.8,0.284,43.7,30.66,18.81,20.56
12:09:13:51:00,39.9,0.25,29.9,28.63,17.57,19.2
12:09:14:51:00,37.9,0.21,36.8,23.55,14.45,15.8
12:09:15:51:00,36,0.199,32.2,16.04,9.84,10.76
12:09:16:51:00,34,0.199,27.6,6.09,3.74,4.09
12:09:17:34:00,33.8,0.212,32.2,0,0,0
12:09:17:51:00,32,0.19,26.5,0,0,0
12:09:17:58:00,32,0.194,33.4,0,0,0
12:09:18:51:00,32,0.199,24.2,0,0,0
12:09:19:31:00,30.2,0.176,25.3,0,0,0
12:09:19:43:00,30.2,0.176,27.6,0,0,0
12:09:19:51:00,30,0.18,23,0,0,0
12:09:20:18:00,30.2,0.176,28.8,0,0,0
12:09:20:25:00,28.4,0.176,26.5,0,0,0
12:09:22:06:00,28.4,0.176,25.3,0,0,0
12:09:22:51:00,27,0.18,18.4,0,0,0
12:09:23:51:00,25,0.16,24.2,0,0,0
12:09:23:59:00,24.8,0.176,17.3,0,0,0
12:10:00:05:00,24.8,0.176,20.7,0,0,0
12:10:00:40:00,24.8,0.158,23,0,0,0
12:10:00:51:00,24.1,0.14,23,0,0,0
12:10:01:49:00,23,0.158,21.9,0,0,0
12:10:01:51:00,23,0.151,25.3,0,0,0
12:10:02:32:00,23,0.14,19.6,0,0,0
12:10:02:51:00,21.9,0.151,18.4,0,0,0
12:10:03:03:00,21.2,0.158,19.6,0,0,0
12:10:03:51:00,21.9,0.129,17.3,0,0,0
12:10:04:08:00,21.2,0.122,20.7,0,0,0
12:10:04:33:00,21.2,0.122,18.4,0,0,0
12:10:05:51:00,19.9,0.1,20.7,0,0,0
12:10:06:51:00,21,0.12,19.6,0,0,0
12:10:07:51:00,21,0.14,12.7,7.61,3.11,5.1
12:10:08:51:00,21,0.129,19.6,17.27,7.07,11.59
12:10:08:58:00,21.2,0.122,21.9,18.24,7.46,12.24
12:10:09:26:00,21.2,0.122,24.2,21.77,8.91,14.6
12:10:09:51:00,19.9,0.09,26.5,24.47,15.02,16.42
12:10:10:17:00,21.2,0.086,21.9,26.83,16.46,17.99
12:10:10:51:00,21,0.09,24.2,29.2,11.95,19.59
12:10:11:51:00,19.9,0.07,21.9,23.6,10.73,16.89
12:10:12:51:00,21.9,0.019,23,62.52,19.18,33.55
12:10:13:51:00,21,0.039,26.5,21.44,9.75,15.34
12:10:14:51:00,21,0.03,21.9,17.58,7.99,12.58
12:10:15:51:00,19.9,0.03,27.6,15.83,9.72,10.62
12:10:16:51:00,19,0.019,23,4.32,1.96,3.09
12:10:17:51:00,18,0.019,21.9,0,0,0
12:10:18:51:00,18,0.03,16.1,0,0,0
12:10:19:51:00,17.1,0.03,12.7,0,0,0
12:10:20:51:00,17.1,0.039,17.3,0,0,0
12:10:21:51:00,17.1,0.039,18.4,0,0,0
12:10:22:51:00,17.1,0.039,12.7,0,0,0
12:10:23:51:00,17.1,0.05,13.8,0,0,0
12:11:00:51:00,17.1,0.05,16.1,0,0,0
12:11:01:51:00,18,0.061,16.1,0,0,0
12:11:02:51:00,18,0.05,10.4,0,0,0
12:11:03:51:00,19,0.05,13.8,0,0,0
12:11:04:51:00,19,0.05,16.1,0,0,0
12:11:05:51:00,19,0.061,13.8,0,0,0
12:11:06:51:00,19,0.07,15,0,0,0
12:11:07:51:00,18,0.07,10.4,9.31,3.55,5.99
12:11:08:51:00,19.9,0.081,11.5,34.36,10.54,18.44
12:11:09:51:00,21.9,0.081,15,48.85,14.99,26.21
12:11:10:51:00,26.1,0.07,16.1,36.48,13.93,23.49
12:11:11:51:00,28.9,0.07,16.1,39.33,15.02,25.33
12:11:13:51:00,32,0.05,17.3,71.41,19.48,38.32
12:11:14:51:00,33.1,0.039,18.4,58.47,15.95,31.38
12:11:15:51:00,33.1,0.05,15,39.32,10.72,21.1
12:11:16:51:00,32,0.061,12.7,13.96,3.81,7.49
12:11:17:51:00,28.9,0.09,9.2,0,0,0
12:11:18:51:00,28,0.1,6.9,0,0,0
12:11:19:51:00,26.1,0.109,5.8,0,0,0
12:11:20:51:00,25,0.12,5.8,0,0,0
12:11:21:51:00,25,0.12,5.8,0,0,0
12:11:22:51:00,24.1,0.109,3.5,0,0,0
12:11:23:51:00,24.1,0.109,3.5,0,0,0
12:12:00:51:00,19.9,0.12,4.6,0,0,0
12:12:01:51:00,19.9,0.109,4.6,0,0,0
12:12:02:51:00,18,0.1,6.9,0,0,0
12:12:03:51:00,18,0.109,0,0,0,0
12:12:04:51:00,17.1,0.109,4.6,0,0,0
12:12:05:51:00,18,0.109,3.5,0,0,0
12:12:06:51:00,17.1,0.109,4.6,0,0,0
12:12:08:51:00,24.1,0.129,0,34.16,10.48,18.33
12:12:09:51:00,28,0.14,5.8,30.47,11.63,19.62
12:12:10:51:00,33.1,0.12,8.1,36.46,13.92,23.48
12:12:11:51:00,36,0.1,10.4,62.93,19.31,33.77
12:12:12:51:00,39,0.09,10.4,62.51,19.18,33.54
12:12:13:51:00,39.9,0.019,15,57.09,17.52,30.64
12:12:14:51:00,41,0.039,13.8,46.67,14.32,25.04
12:12:15:51:00,39.9,0.061,8.1,11.72,5.33,8.38
12:12:16:51:00,37.9,0.061,9.2,4.06,1.84,2.9
12:12:17:51:00,35.1,0.081,5.8,0,0,0
12:12:18:51:00,34,0.081,8.1,0,0,0
12:12:19:51:00,36,0.07,10.4,0,0,0
12:12:20:51:00,36,0.07,5.8,0,0,0
12:12:21:51:00,32,0.081,5.8,0,0,0
12:12:22:51:00,33.1,0.07,6.9,0,0,0
12:12:23:51:00,35.1,0.081,8.1,0,0,0
12:13:00:51:00,36,0.081,6.9,0,0,0
12:13:01:51:00,37,0.081,10.4,0,0,0
12:13:02:51:00,37,0.109,9.2,0,0,0
12:13:03:10:00,35.6,0.194,9.2,0,0,0
12:13:03:51:00,34,0.23,8.1,0,0,0
12:13:04:23:00,33.8,0.266,10.4,0,0,0
12:13:04:51:00,33.1,0.3,8.1,0,0,0
12:13:05:32:00,32,0.302,6.9,0,0,0
12:13:05:51:00,32,0.309,4.6,0,0,0
