#   Primary   circuit    line   definitions   
Name, Bus1, Phases, Bus2, Phases, Length, Units, LineCode,  Status   
HVMV_Sub_connector, _HVMV_Sub_LSB, ABC,   HVMV_Sub_48332, ABC,  0.01, km, 3PH-Connector  
LN6290214-1, M1026783, C,  M1026784, C,  0.008151386, km,   1PH-xx4_ACSR4_ACSR     
LN5472358-1, M1069205, C,  M1069208, C,  0.036301599, km,   1PH-xx4_ACSR4_ACSR     
LN5679770-2, M1108524, C,  N1136031, C,  0.035289303, km,   1PH-xx4_ACSR4_ACSR     
LN6109068-1, 226-23745, C, M1209822, C,  0.5210015, km,   1PH-xx4_ACSR4_ACSR     
LN5957501-1, M1108334, C,  L2692664, C,  0.039182384, km,   1PH-xx4_ACSR4_ACSR     
LN6018243-1, M1108540, C,  L3235945, C,  0.085523799, km,   1PH-xx4_ACSR4_ACSR     
LN5562922-1, M1089165, C,  L3197627, C,  0.12675949, km,   1PH-xx4_ACSR4_ACSR     
LN5653450-1, M1069147, C,  L2879055, C,  0.059709357, km,   1PH-xx4_ACSR4_ACSR     
LN5744324-1, M1089102, C,  M1089096, C,  0.16953267, km,   1PH-xx4_ACSR4_ACSR     
LN5744333-1, M1108340, C,  M1108344, C,  0.069981853, km,   1PH-xx4_ACSR4_ACSR     
LN6047569-1, M1069218, C,  L2954351, C,  0.090257827, km,   1PH-xx4_ACSR4_ACSR     
LN5958702-3, N1137958, C,  M1047478, C,  0.088720467, km,   1PH-xx4_ACSR4_ACSR     
LN5986929-1, M1069206, C,  L2841625, C,  0.15208658, km,   1PH-xx4_ACSR4_ACSR     
LN6260928-1, L3030126, C,  L3254870, C,  0.047985955, km,   1PH-xx4_ACSR4_ACSR     
LN5561521-1, L2820583, C,  M1108354, C,  0.15411203, km,   1PH-xx4_ACSR4_ACSR     
LN5472348-1, M1089162, C,  M1089165, C,  0.25799577, km,   1PH-xx4_ACSR4_ACSR     
LN5683804-1, M1089096, C,  M1089093, C,  0.087449344, km,   1PH-xx4_ACSR4_ACSR     
LN6439986-3, N1136359, C,  L3008237, C,  0.028799533, km,   1PH-xx4_ACSR4_ACSR     
LN6199561-1, M1047292, C,  L2766750, C,  0.058227302, km,   1PH-xx4_ACSR4_ACSR     
LN5833631-1, M1108350, C,  M1108360, C,  0.23778577, km,   1PH-xx4_ACSR4_ACSR     
LN6332133-1, M1108315, C,  P860843, C,   0.011607495, km,   1PH-xx4_ACSR4_ACSR     
LN6411368-1, L2822865, C,  L2916606, C,  0.077356436, km,   1PH-xx4_ACSR4_ACSR     
LN5714049-1, M1069202, C,  L3104126, C,  0.090638275, km,   1PH-xx4_ACSR4_ACSR     
LN5773033-1, M1047513, C,  P901913, C,   0.006254868, km,   1PH-xx4_ACSR4_ACSR     
LN5807087-1, P829962, C,   M1142835, C,  0.006128772, km,   1PH-xx4_ACSR4_ACSR     
LN5565092-1, M1047592, C,  P827512, C,   0.003656151, km,   1PH-xx4_ACSR4_ACSR     
LN6077776-1, M1069218, C,  L2860486, C,  0.003507542, km,   1PH-xx4_ACSR4_ACSR     
LN6351523-2, N1230121, C,  M1108316, C,  0.015067643, km,   1PH-xx4_ACSR4_ACSR     
LN5804790-1, L2729406, C,  L2897768, C,  0.19477261, km,   1PH-xx4_ACSR4_ACSR     
LN5712492-2, L3045895, C,  M1108329, C,  0.0895898, km,   1PH-xx4_ACSR4_ACSR     
LN5896731-1, L2730108, C,  L2786204, C,  0.084358676, km,   1PH-xx4_ACSR4_ACSR     
LN5803262-6, M4113345, C,  L3197640, C,  0.080636962, km,   1PH-xx4_ACSR4_ACSR     
LN6199510-1, M1089155, C,  L2935550, C,  0.079830209, km,   1PH-xx4_ACSR4_ACSR     
LN5682448-2, M1047732, C,  N1137987, C,  0.011951532, km,   1PH-xx4_ACSR4_ACSR     
LN5927379-2, M3037455, C,  L3217052, C,  0.071310138, km,   1PH-xx4_ACSR4_ACSR     
LN6048526-1, M1166398, C,  L3142050, C,  0.070215549, km,   1PH-xx4_ACSR4_ACSR     
LN6138635-1, M1069456, C,  L2897806, C,  0.063070091, km,   1PH-xx4_ACSR4_ACSR     
LN6326286-3, M1089160, C,  M1089163, C,  0.083819726, km,   1PH-xx4_ACSR4_ACSR     
LN6262235-1, M1108329, C,  L2935552, C,  0.15260179, km,   1PH-xx4_ACSR4_ACSR     
LN6320327-1, L2748128, C,  M1089170, C,  0.17393541, km,   1PH-xx4_ACSR4_ACSR     
LN5803293-2, L2764411, C,  L2767343, C,  0.054923627, km,   1PH-xx4_ACSR4_ACSR     
LN6261020-1, M1166386, C,  L2898515, C,  0.20000233, km,   1PH-xx4_ACSR4_ACSR     
LN6439986-2, P901932, C,   N1136359, C,  0.004977619, km,   1PH-xx4_ACSR4_ACSR     
LN5532790-1, L2991943, C,  M1047319, C,  0.077486727, km,   1PH-xx4_ACSR4_ACSR     
LN6320322-1, L2879055, C,  L2973144, C,  0.090923459, km,   1PH-xx4_ACSR4_ACSR     
LN6321412-1, M1142835, C,  M1142833, C,  0.010835079, km,   1PH-xx4_ACSR4_ACSR     
LN5894230-1, L2952007, C,  L2861158, C,  0.12654648, km,   1PH-xx4_ACSR4_ACSR     
LN5562933-3, M1026784, C,  N1140523, C,  0.015708774, km,   1PH-xx4_ACSR4_ACSR     
LN6200439-1, L3235945, C,  L2842330, C,  0.031983754, km,   1PH-xx4_ACSR4_ACSR     
LN5591718-1, M1142880, C,  L2891575, C,  0.098918918, km,   1PH-xx4_ACSR4_ACSR     
LN5861084-1, M1125968, C,  P895107, C,   0.008451514, km,   1PH-xx4_ACSR4_ACSR     
LN5623400-1, L3122817, C,  L2673314, C,  0.055775246, km,   1PH-xx4_ACSR4_ACSR     
LN6229791-1, L2954344, C,  L2897767, C,  0.050920906, km,   1PH-xx4_ACSR4_ACSR     
LN5740282-1, P895107, C,   L3030126, C,  0.087619339, km,   1PH-xx4_ACSR4_ACSR     
LN5682448-3, N1137987, C,  L3027156, C,  0.039096857, km,   1PH-xx4_ACSR4_ACSR     
LN6409762-1, M1026331, C,  L3214055, C,  0.06095942, km,   1PH-xx4_ACSR4_ACSR     
LN5502526-2, M1047737, C,  N1137989, C,  0.011775482, km,   1PH-xx4_ACSR4_ACSR     
LN5653491-1, M1026883, C,  M1026898, C,  0.06162683, km,   1PH-xx4_ACSR4_ACSR     
LN5714054-1, L2897779, C,  L2804261, C,  0.09655664, km,   1PH-xx4_ACSR4_ACSR     
LN5502526-3, N1137989, C,  L3122814, C,  0.03598119, km,   1PH-xx4_ACSR4_ACSR     
LN6140775-3, L3342743, C,  M1026883, C,  0.28241939, km,   1PH-xx4_ACSR4_ACSR     
LN5591716-1, L3048888, C,  M1149249, C,  0.11056544, km,   1PH-xx4_ACSR4_ACSR     
LN6169249-2, M1026891, C,  N1147863, C,  0.009432757, km,   1PH-xx4_ACSR4_ACSR     
LN5896727-1, M1126031, C,  L3179608, C,  0.033311703, km,   1PH-xx4_ACSR4_ACSR     
LN5957496-1, L3030203, C,  L3179673, C,  0.054166013, km,   1PH-xx4_ACSR4_ACSR     
LN5624376-2, M3037455, C,  L3086074, C,  0.087769898, km,   1PH-xx4_ACSR4_ACSR     
LN5803262-1, P901913, C,   L3157708, C,  0.023108605, km,   1PH-xx4_ACSR4_ACSR     
LN5706733-2, L2724120, C,  M1069149, C,  0.00510622, km,   1PH-xx4_ACSR4_ACSR     
LN6047582-1, L2804261, C,  L3178980, C,  0.097256107, km,   1PH-xx4_ACSR4_ACSR     
LN6231992-3, P827501, C,   N1140516, C,  0.004305831, km,   1PH-xx4_ACSR4_ACSR     
LN5742813-1, M1069174, C,  L2841629, C,  0.058260649, km,   1PH-xx4_ACSR4_ACSR     
LN6381856-1, M1166386, C,  L3048966, C,  0.063107702, km,   1PH-xx4_ACSR4_ACSR     
LN6199511-1, L2897767, C,  L3254208, C,  0.13009723, km,   1PH-xx4_ACSR4_ACSR     
LN6258445-1, M1069556, C,  P901932, C,   0.006455801, km,   1PH-xx4_ACSR4_ACSR     
LN5928545-1, M1026830, C,  P827511, C,   0.002757947, km,   1PH-xx4_ACSR4_ACSR     
LN5773136-1, L3027156, C,  L2860481, C,  0.11381058, km,   1PH-xx4_ACSR4_ACSR     
LN6411376-1, M1069217, C,  L2841626, C,  0.004068265, km,   1PH-xx4_ACSR4_ACSR     
LN5837361-8, N1147867, C,  D5837361-8_INT, C,    0.00591651, km,   1PH-xx4_ACSR4_ACSR     
LN5621860-1, M1108328, C,  L3160878, C,  0.20874377, km,   1PH-xx4_ACSR4_ACSR     
LN5866266-1, L3067506, C,  M1166386, C,  0.053306571, km,   1PH-xx4_ACSR4_ACSR     
LN6015795-1, L2767414, C,  M1108331, C,  0.14570188, km,   1PH-xx4_ACSR4_ACSR     
LN5712492-1, M1108331, C,  L3045895, C,  0.00203151, km,   1PH-xx4_ACSR4_ACSR     
LN5926294-1, M1108368, C,  L3085393, C,  0.070351763, km,   1PH-xx4_ACSR4_ACSR     
LN6140775-4, P827511, C,   N1140527, C,  0.011886465, km,   1PH-xx4_ACSR4_ACSR     
LN5744332-1, L2916606, C,  L2822864, C,  0.061698468, km,   1PH-xx4_ACSR4_ACSR     
LN6290201-1, M1027027, C,  M1027014, C,  0.16802828, km,   1PH-xx4_ACSR4_ACSR     
LN5774452-1, M1108340, C,  L2916605, C,  0.013260654, km,   1PH-xx4_ACSR4_ACSR     
LN5623399-1, M1027041, C,  L2916607, C,  0.069873819, km,   1PH-xx4_ACSR4_ACSR     
LN5865231-1, M1069148, C,  L2785518, C,  0.027522384, km,   1PH-xx4_ACSR4_ACSR     
LN5473351-1, L2936216, C,  226-23745, C, 0.093656544, km,   1PH-xx4_ACSR4_ACSR     
LN5952392-1, M1209819, C,  L2936216, C,  0.049975742, km,   1PH-xx4_ACSR4_ACSR     
LN5956502-1, M1047316, C,  L2766728, C,  0.034407731, km,   1PH-xx4_ACSR4_ACSR     
LN6199512-1, M1089177, C,  L2729406, C,  0.13773994, km,   1PH-xx4_ACSR4_ACSR     
LN6326286-2, L2991640, C,  M1089160, C,  0.1026322, km,   1PH-xx4_ACSR4_ACSR     
LN5624387-1, M1108360, C,  L3048968, C,  0.05497669, km,   1PH-xx4_ACSR4_ACSR     
LN6199520-1, M1069201, C,  L3010565, C,  0.14443382, km,   1PH-xx4_ACSR4_ACSR     
LN5654484-1, L3179682, C,  L2786274, C,  0.027728997, km,   1PH-xx4_ACSR4_ACSR     
LN6140775-5, N1140527, C,  L3342743, C,  0.14101673, km,   1PH-xx4_ACSR4_ACSR     
LN5774468-1, M1069136, C,  L2841638, C,  0.048545043, km,   1PH-xx4_ACSR4_ACSR     
LN6046144-1, L3235266, C,  L2801950, C,  0.079408777, km,   1PH-xx4_ACSR4_ACSR     
LN5624375-1, M1166387, C,  L3198347, C,  0.11685199, km,   1PH-xx4_ACSR4_ACSR     
LN5589094-1, L2786204, C,  M1209819, C,  0.072043559, km,   1PH-xx4_ACSR4_ACSR     
LN5712477-2, P827520, C,   N1139545, C,  0.006405147, km,   1PH-xx4_ACSR4_ACSR     
LN6326286-1, M1089162, C,  L2991640, C,  0.11381753, km,   1PH-xx4_ACSR4_ACSR     
LN5895775-1, L2710515, C,  M1027027, C,  0.13863572, km,   1PH-xx4_ACSR4_ACSR     
LN5865238-1, L3010564, C,  L2710515, C,  0.12358944, km,   1PH-xx4_ACSR4_ACSR     
LN5744359-1, L3122837, C,  L3048222, C,  0.15077835, km,   1PH-xx4_ACSR4_ACSR     
LN6018326-1, L2898515, C,  M1166387, C,  0.059605868, km,   1PH-xx4_ACSR4_ACSR     
LN5531334-1, L2820590, C,  M1108328, C,  0.05542785, km,   1PH-xx4_ACSR4_ACSR     
LN5958865-1, M1209800, C,  P829957, C,   0.010089816, km,   1PH-xx4_ACSR4_ACSR     
LN5926297-1, M1069156, C,  L2710510, C,  0.020983316, km,   1PH-xx4_ACSR4_ACSR     
LN5744357-1, M1069224, C,  M1069218, C,  0.11962879, km,   1PH-xx4_ACSR4_ACSR     
LN5532742-1, M1069149, C,  M1069148, C,  0.061908103, km,   1PH-xx4_ACSR4_ACSR     
LN5956461-1, M1108340, C,  L3085394, C,  0.10240012, km,   1PH-xx4_ACSR4_ACSR     
LN5562961-1, L3104155, C,  M1069456, C,  0.063737975, km,   1PH-xx4_ACSR4_ACSR     
LN6201696-2, P827512, C,   N1136994, C,  0.016077465, km,   1PH-xx4_ACSR4_ACSR     
LN5957412-1, M1126031, C,  L2730107, C,  0.13288728, km,   1PH-xx4_ACSR4_ACSR     
LN6047606-1, L3178997, C,  M1026363, C,  0.032944768, km,   1PH-xx4_ACSR4_ACSR     
LN6198133-1, M1209800, C,  L2839332, C,  0.054784733, km,   1PH-xx4_ACSR4_ACSR     
LN6320326-1, M1089162, C,  L3197626, C,  0.10808381, km,   1PH-xx4_ACSR4_ACSR     
LN5528574-2, M1142863, C,  N1141480, C,  0.004605174, km,   1PH-xx4_ACSR4_ACSR     
LN5958701-1, M1047483, C,  P827505, C,   0.007828481, km,   1PH-xx4_ACSR4_ACSR     
LN5623401-1, M1069213, C,  L3178977, C,  0.040925899, km,   1PH-xx4_ACSR4_ACSR     
LN5653486-1, L2991933, C,  L3122837, C,  0.083273252, km,   1PH-xx4_ACSR4_ACSR     
LN5837361-7, M1069456, C,  N1147867, C,  0.022670171, km,   1PH-xx4_ACSR4_ACSR     
LN5712584-2, P829796, C,   N1142107, C,  0.026919099, km,   1PH-xx4_ACSR4_ACSR     
LN5803262-8, N1137991, C,  M4113345, C,  0.043396699, km,   1PH-xx4_ACSR4_ACSR     
LN5706733-1, L2973144, C,  L2724120, C,  0.16784973, km,   1PH-xx4_ACSR4_ACSR     
LN5593220-2, M3037540, C,  L2822862, C,  0.058362953, km,   1PH-xx4_ACSR4_ACSR     
LN6381855-1, M1209788, C,  M1209795, C,  0.075326287, km,   1PH-xx4_ACSR4_ACSR     
LN5591811-1, L3101827, C,  M1108540, C,  0.15052207, km,   1PH-xx4_ACSR4_ACSR     
LN5745360-1, L3160878, C,  L2917336, C,  0.1946039, km,   1PH-xx4_ACSR4_ACSR     
LN5623409-1, M1047319, C,  M1047318, C,  0.074070287, km,   1PH-xx4_ACSR4_ACSR     
LN5943422-3, L2746587, C,  N1147858, C,  0.022822254, km,   1PH-xx4_ACSR4_ACSR     
LN5593233-1, M1069208, C,  M1069213, C,  0.1415619, km,   1PH-xx4_ACSR4_ACSR     
LN6201696-3, N1136994, C,  L2785521, C,  0.039025006, km,   1PH-xx4_ACSR4_ACSR     
LN6017287-1, M1069487, C,  L2954344, C,  0.068551861, km,   1PH-xx4_ACSR4_ACSR     
LN5683821-1, M1069217, C,  L2954350, C,  0.088367371, km,   1PH-xx4_ACSR4_ACSR     
LN5896824-1, M1142835, C,  L3104853, C,  0.037359557, km,   1PH-xx4_ACSR4_ACSR     
LN5776667-1, M1089112, C,  P827520, C,   0.004631519, km,   1PH-xx4_ACSR4_ACSR     
LN5746703-1, P829957, C,   L3160863, C,  0.16494813, km,   1PH-xx4_ACSR4_ACSR     
LN6411369-1, L2785518, C,  L2766717, C,  0.076352169, km,   1PH-xx4_ACSR4_ACSR     
LN6231992-2, N1140516, C,  M1089176, C,  0.1259863, km,   1PH-xx4_ACSR4_ACSR     
LN6138606-1, L2954350, C,  M1069206, C,  0.11483186, km,   1PH-xx4_ACSR4_ACSR     
LN6199513-1, M1047478, C,  L2766716, C,  0.042513904, km,   1PH-xx4_ACSR4_ACSR     
LN6169249-3, N1147863, C,  L3122817, C,  0.004395476, km,   1PH-xx4_ACSR4_ACSR     
LN5985365-1, M1166407, C,  L2952007, C,  0.15049572, km,   1PH-xx4_ACSR4_ACSR     
LN5957495-1, L3160871, C,  L3030203, C,  0.089472099, km,   1PH-xx4_ACSR4_ACSR     
LN6379351-1, M1108354, C,  M1108350, C,  0.078143973, km,   1PH-xx4_ACSR4_ACSR     
LN6017296-1, M1069202, C,  L2785524, C,  0.021120435, km,   1PH-xx4_ACSR4_ACSR     
LN5985351-2, L3082981, C,  M1108368, C,  0.15941074, km,   1PH-xx4_ACSR4_ACSR     
LN6259993-1, M1069213, C,  M1069217, C,  0.096557637, km,   1PH-xx4_ACSR4_ACSR     
LN5679770-3, N1136031, C,  L3197625, C,  0.058870702, km,   1PH-xx4_ACSR4_ACSR     
LN5623392-1, L3066810, C,  L2897769, C,  0.12963818, km,   1PH-xx4_ACSR4_ACSR     
LN5803262-7, L3157708, C,  N1137991, C,  0.014131659, km,   1PH-xx4_ACSR4_ACSR     
LN5803293-1, M1142880, C,  L2764411, C,  0.12214678, km,   1PH-xx4_ACSR4_ACSR     
LN6411370-1, L2710510, C,  L3197628, C,  0.060610142, km,   1PH-xx4_ACSR4_ACSR     
LN5989329-1, M1149235, C,  P829975, C,   0.00624901, km,   1PH-xx4_ACSR4_ACSR     
LN6048524-1, L2767343, C,  L2804957, C,  0.067496465, km,   1PH-xx4_ACSR4_ACSR     
LN5712477-3, N1139545, C,  M1069174, C,  0.10311253, km,   1PH-xx4_ACSR4_ACSR     
LN6260019-1, L2841626, C,  L3235266, C,  0.093547793, km,   1PH-xx4_ACSR4_ACSR     
LN5472367-1, M1047318, C,  L2841637, C,  0.073241274, km,   1PH-xx4_ACSR4_ACSR     
LN5686489-1, M1108316, C,  196-35541, C, 0.008384198, km,   1PH-xx4_ACSR4_ACSR     
LN6381845-1, M1209795, C,  L2936268, C,  0.06252704, km,   1PH-xx4_ACSR4_ACSR     
LN5926293-1, M1089170, C,  L3085392, C,  0.07829454, km,   1PH-xx4_ACSR4_ACSR     
LN5624374-1, M1166387, C,  L3048946, C,  0.08543306, km,   1PH-xx4_ACSR4_ACSR     
LN6506315-4, L3217053, C,  M3037455, C,  0.002653675, km,   1PH-xx4_ACSR4_ACSR     
LN5653455-1, M1108340, C,  L2822865, C,  0.086005156, km,   1PH-xx4_ACSR4_ACSR     
LN5744358-1, M1026703, C,  L2973166, C,  0.073030097, km,   1PH-xx4_ACSR4_ACSR     
LN5943422-4, N1147858, C,  L2991933, C,  0.052887432, km,   1PH-xx4_ACSR4_ACSR     
LN5744334-1, M1069155, C,  L3254210, C,  0.10765748, km,   1PH-xx4_ACSR4_ACSR     
LN5957502-1, P860843, C,   L3179682, C,  0.039788149, km,   1PH-xx4_ACSR4_ACSR     
LN6078692-1, M1209822, C,  M1209823, C,  0.056983029, km,   1PH-xx4_ACSR4_ACSR     
LN6351523-3, M1108315, C,  N1230121, C,  0.009108856, km,   1PH-xx4_ACSR4_ACSR     
LN6141147-1, 196-35541, C, M1108317, C,  0.074929376, km,   1PH-xx4_ACSR4_ACSR     
LN5531226-1, M1027042, C,  L3235248, C,  0.069112402, km,   1PH-xx4_ACSR4_TPX      
LN5835133-1, M1089179, C,  M1069451, C,  0.1138171, km,   1PH-xx4_ACSR4_WPAL     
LN5833622-1, M1069174, C,  L3216347, C,  0.07367517, km,   1PH-xx4_ACSR4_WPAL     
LN6077787-1, M1009809, C,  L2710525, C,  0.090318147, km,   1PH-xx4_ACSR4_WPAL     
LN5866186-1, M1209822, C,  L2992556, C,  0.10307849, km,   1PH-xx4_ACSR4_WPAL     
LN6019477-1, M1027043, C,  D6019477-1_INT, C,    0.009146595, km,   1PH-xx4_ACSR4_WPAL     
LN5835174-1, L3048205, C,  M1108361, C,  0.19593419, km,   1PH-xx4_ACSR4_WPAL     
LN6411380-1, M1089118, C,  L2973158, C,  0.086251785, km,   1PH-xx4_ACSR4_WPAL     
LN5562923-1, M1089173, C,  M1089174, C,  0.029566075, km,   1PH-xx4_ACSR4_WPAL     
LN5926284-2, L3141388, C,  L3626914, C,  0.039224937, km,   1PH-xx4_ACSR4_WPAL     
LN6138605-1, L3216347, C,  L2785523, C,  0.085962768, km,   1PH-xx4_ACSR4_WPAL     
LN5593235-1, L3141399, C,  M1069210, C,  0.076873148, km,   1PH-xx4_ACSR4_WPAL     
LN5926303-1, L2785523, C,  L3141388, C,  0.09968724, km,   1PH-xx4_ACSR4_WPAL     
LN6199558-1, M1108361, C,  M1089155, C,  0.1272712, km,   1PH-xx4_ACSR4_WPAL     
LN5895772-1, M1108353, C,  L3048205, C,  0.08518323, km,   1PH-xx4_ACSR4_WPAL     
LN6439975-1, E182727, C,   M1027042, C,  0.006115666, km,   1PH-xx4_ACSR4_WPAL     
LN6199521-1, M1089115, C,  L2991911, C,  0.071818278, km,   1PH-xx4_ACSR4_WPAL     
LN6320328-1, M1089170, C,  L2879062, C,  0.1700257, km,   1PH-xx4_ACSR4_WPAL     
LN5865243-1, M1069208, C,  L3010567, C,  0.11079933, km,   1PH-xx4_ACSR4_WPAL     
LN5926284-3, L3626914, C,  M1089102, C,  0.043214011, km,   1PH-xx4_ACSR4_WPAL     
LN6199535-1, L2673323, C,  M1009809, C,  0.071541145, km,   1PH-xx4_ACSR4_WPAL     
LN5534967-1, M1089174, C,  P827501, C,   0.10608533, km,   1PH-xx4_ACSR4_WPAL     
LN6318745-2, N1144666, C,  M1027041, C,  0.031359127, km,   1PH-xx4_ACSR4_WPAL     
LN5956460-1, L2879062, C,  M1089173, C,  0.090175336, km,   1PH-xx4_ACSR4_WPAL     
LN6318745-3, M1027042, C,  N1144666, C,  0.023432109, km,   1PH-xx4_ACSR4_WPAL     
LN5562921-1, M1089155, C,  M1089158, C,  0.10182979, km,   1PH-xx4_ACSR4_WPAL     
LN5956462-1, M1108344, C,  L2804250, C,  0.039431335, km,   1PH-xx4_WPAL1/0_TPX    
LN6077801-1, M1069224, C,  M1069226, C,  0.12318119, km,   1PH-xx4_WPAL4_ACSR     
LN5898056-1, M1069483, C,  P827503, C,   0.008322578, km,   1PH-xx4_WPAL4_ACSR     
LN5928544-2, P827503, C,   N1137994, C,  0.030870621, km,   1PH-xx4_WPAL4_ACSR     
LN5593221-1, M1069484, C,  L2785517, C,  0.12453924, km,   1PH-xx4_WPAL4_ACSR     
LN6435650-1, L2806553, C,  M1166391, C,  0.62889353, km,   1PH-xx4_WPAL4_ACSR     
LN5928544-3, N1137994, C,  M1069484, C,  0.05637094, km,   1PH-xx4_WPAL4_ACSR     
LN6108135-1, L2748133, C,  L3085399, C,  0.085312175, km,   1PH-xx4_WPAL4_ACSR     
LN5744369-1, M1069451, C,  L2804282, C,  0.20518947, km,   1PH-xx4_WPAL4_ACSR     
LN5714075-1, L2804282, C,  L3104154, C,  0.081400648, km,   1PH-xx4_WPAL4_ACSR     
LN5591715-1, L3064514, C,  L3048888, C,  0.062333201, km,   1PH-xx4_WPAL4_ACSR     
LN6318771-1, M1166407, C,  L3064514, C,  0.37447751, km,   1PH-xx4_WPAL4_ACSR     
LN6381766-1, L3254873, C,  M1166393, C,  0.03392068, km,   1PH-xx4_WPAL4_ACSR     
LN6019478-1, M1069227, C,  L2748133, C,  0.099889824, km,   1PH-xx4_WPAL4_ACSR     
LN5894237-1, M1009807, C,  L2673323, C,  0.10024142, km,   1PH-xx4_WPAL4_ACSR     
LN6231994-1, M1069226, C,  M1069227, C,  0.010457238, km,   1PH-xx4_WPAL4_ACSR     
LN6048523-1, M1166391, C,  L3254873, C,  0.1061747, km,   1PH-xx4_WPAL4_ACSR     
LN6261048-1, M1166370, C,  L3067506, C,  0.24595941, km,   1PH-xx4_WPAL4_WPAL     
LN5532751-1, L2879076, C,  M1089122, C,  0.024244087, km,   1PH-xx4_WPAL4_WPAL     
LN6199523-2, M1026662, C,  N1140831, C,  0.032884598, km,   1PH-xx4_WPAL4_WPAL     
LN5683824-1, L3029503, C,  M1069202, C,  0.06302783, km,   1PH-xx4_WPAL4_WPAL     
LN6292461-1, L2861197, C,  L3160896, C,  0.073601444, km,   1PH-xx4_WPAL4_WPAL     
LN5864458-1, M1125961, C,  M1125959, C,  0.006653346, km,   1PH-xx4_WPAL4_WPAL     
LN5714045-1, M1089173, C,  L2673307, C,  0.084087684, km,   1PH-xx4_WPAL4_WPAL     
LN5803270-2, M1069225, C,  N1139544, C,  0.012219542, km,   1PH-xx4_WPAL4_WPAL     
LN6018241-1, L2936211, C,  L2842329, C,  0.080837323, km,   1PH-xx4_WPAL4_WPAL     
LN5591697-1, E206210, C,   M1069225, C,  0.004602498, km,   1PH-xx4_WPAL4_WPAL     
LN5806917-1, E182723, C,   M1089177, C,  0.049250637, km,   1PH-xx4_WPAL4_WPAL     
LN5835140-1, L2879073, C,  M1069205, C,  0.062527943, km,   1PH-xx4_WPAL4_WPAL     
LN6292465-3, N1139542, C,  P827523, C,   0.021595342, km,   1PH-xx4_WPAL4_WPAL     
LN6138599-1, M1069487, C,  M1069488, C,  0.13619805, km,   1PH-xx4_WPAL4_WPAL     
LN5591814-1, M1108317, C,  L2820590, C,  0.066771557, km,   1PH-xx4_WPAL4_WPAL     
LN5986926-3, N1144664, C,  L3178972, C,  0.065981339, km,   1PH-xx4_WPAL4_WPAL     
LN5956467-1, M1069202, C,  L2879073, C,  0.1215708, km,   1PH-xx4_WPAL4_WPAL     
LN6199523-3, N1140831, C,  L3141402, C,  0.12216616, km,   1PH-xx4_WPAL4_WPAL     
LN6258453-1, P901936, C,   M1125955, C,  0.035656434, km,   1PH-xx4_WPAL4_WPAL     
LN5744323-1, M1089094, C,  M1069147, C,  0.061191262, km,   1PH-xx4_WPAL4_WPAL     
LN6140925-1, M1166366, C,  P830058, C,   0.008930409, km,   1PH-xx4_WPAL4_WPAL     
LN5712486-1, M1069226, C,  D5712486-1_INT, C,    0.008331726, km,   1PH-xx4_WPAL4_WPAL     
LN5625527-1, M1125955, C,  L3236004, C,  0.11286033, km,   1PH-xx4_WPAL4_WPAL     
LN5591708-1, M1125952, C,  P901936, C,   0.005494449, km,   1PH-xx4_WPAL4_WPAL     
LN6229790-1, M1089188, C,  M1089189, C,  0.06631841, km,   1PH-xx4_WPAL4_WPAL     
LN5982822-1, M1125957, C,  L2936211, C,  0.037860101, km,   1PH-xx4_WPAL4_WPAL     
LN5924709-1, M1125959, C,  L2861197, C,  0.068907879, km,   1PH-xx4_WPAL4_WPAL     
LN5746546-1, L2935551, C,  D5746546-1_INT, C,    0.032040317, km,   1PH-xx4_WPAL4_WPAL     
LN5593214-1, M1089093, C,  M1089094, C,  0.06061771, km,   1PH-xx4_WPAL4_WPAL     
LN5593219-1, M1089189, C,  L2841619, C,  0.079354415, km,   1PH-xx4_WPAL4_WPAL     
LN6017300-1, M1069189, C,  L2860487, C,  0.086987129, km,   1PH-xx4_WPAL4_WPAL     
LN5986926-2, M1047688, C,  N1144664, C,  0.015477, km,   1PH-xx4_WPAL4_WPAL     
LN5837355-1, P827523, C,   L2879076, C,  0.035336707, km,   1PH-xx4_WPAL4_WPAL     
LN6259985-1, L2841619, C,  L2785515, C,  0.1164721, km,   1PH-xx4_WPAL4_WPAL     
LN5774451-1, L3066809, C,  M1069487, C,  0.06362585, km,   1PH-xx4_WPAL4_WPAL     
LN5803270-3, N1139544, C,  L2897776, C,  0.026602521, km,   1PH-xx4_WPAL4_WPAL     
LN6138600-1, M1089176, C,  M1089179, C,  0.069326162, km,   1PH-xx4_WPAL4_WPAL     
LN5532741-1, M1089173, C,  L2935551, C,  0.060857652, km,   1PH-xx4_WPAL4_WPAL     
LN6292465-2, L2691951, C,  N1139542, C,  0.023117766, km,   1PH-xx4_WPAL4_WPAL     
LN5740283-1, M1125955, C,  M1125957, C,  0.00682612, km,   1PH-xx4_WPAL4_WPAL     
LN6380807-1, L2822863, C,  M1089188, C,  0.44506052, km,   1PH-xx4_WPAL4_WPAL     
LN6108137-1, M1089122, C,  M1089132, C,  0.076079413, km,   1PH-xx4_WPAL4_WPAL     
LN5776833-1, P830058, C,   M1166370, C,  0.008867889, km,   1PH-xx4_WPAL4_WPAL     
LN5774463-1, M1069175, C,  L3197637, C,  0.076510505, km,   1PH-xx4_WPAL4_WPAL     
